method,stage,seed,sweep,seconds,rank,signal_rmse,observation_rmse,noise_sd,loading_variance,elbo,expected_log_likelihood,kl_loading,kl_feature,row_regularization,column_regularization,penalized_elbo,package_negative_elbo,package_score_discrepancy,min_loading_kl,min_feature_kl,current_covariates_match_fitted,fit_seconds,uncontended_timing,final_network_state_entries
mean_second,warm,15,20,37.45342470007017,4,0.0780566930770874,1.246248483657837,1.2486693859100342,0.00010419962200103328,-331735.6650825941,-328203.4120003187,1523.2818908691406,2008.97119140625,-462.8603643139653,-63.95790958404541,-332262.4833564921,331735.6875,0.022417405911255628,49.7650146484375,414.8837890625,True,37.45342470007017,False,17844
mean_second,warm,16,20,37.86544790005428,4,0.07801362127065659,1.2485090494155884,1.2509431838989258,9.303232218371704e-05,-332100.58202013036,-328567.2609141733,1527.9098510742188,2005.4112548828125,-463.00415735521557,-66.55311965942383,-332630.139297145,332100.5625,-0.019520130357705057,49.742431640625,402.38018798828125,True,37.86544790005428,False,17844
mean_second,warm,17,20,37.85592940001516,4,0.0772753581404686,1.2492178678512573,1.2516123056411743,0.0001465763198211789,-332207.6707468354,-328674.2194528901,1538.232421875,1995.2188720703125,-459.3860108074411,-67.47160625457764,-332734.5283638974,332207.65625,-0.01449683541432023,49.7691650390625,386.1107482910156,True,37.85592940001516,False,17844
mean_second,warm,18,20,39.28854189993581,4,0.08012334257364273,1.2498964071273804,1.2523260116577148,0.00019942615472245961,-332285.3870615673,-328788.23841044423,1529.7486877441406,1967.3999633789062,-459.7895623878116,-62.013577461242676,-332807.1902014163,332285.40625,0.019188432721421123,49.710205078125,389.5765380859375,True,39.28854189993581,False,17844
mean_second,warm,19,20,38.905052199959755,4,0.07964956015348434,1.2491636276245117,1.2516145706176758,0.000131650100229308,-332231.0839926028,-328674.57141936064,1532.6686706542969,2023.8439025878906,-461.82966967766623,-62.60228252410889,-332755.5159448046,332231.0625,-0.0214926028274931,50.250244140625,408.9710693359375,True,38.905052199959755,False,17844
mean_second,warm,20,20,38.12067920007394,4,0.07868079096078873,1.24709951877594,1.2494573593139648,7.673884101677686e-05,-331846.4412882051,-328329.56720373244,1529.9048461914062,1986.96923828125,-461.02244324692845,-62.40108871459961,-332369.8648201666,331846.4375,-0.0037882050964981318,49.7869873046875,380.7579345703125,True,38.12067920007394,False,17844
mean_second,warm,21,20,38.33395949995611,4,0.08051599562168121,1.2490785121917725,1.2514346837997437,5.607979983324185e-05,-332206.797542228,-328645.8316303628,1525.6173400878906,2035.3485717773438,-460.87986298920293,-62.71834754943848,-332730.39575276664,332206.78125,-0.016292228014208376,49.8438720703125,405.74859619140625,True,38.33395949995611,False,17844
mean_second,warm,22,20,38.67640719996416,4,0.07805570214986801,1.2481976747512817,1.2506072521209717,7.761959568597376e-05,-332112.74807779514,-328513.56338541233,1530.5497436523438,2068.6349487304688,-461.98784007220326,-67.4838399887085,-332642.21975785604,332112.75,0.0019222048576921225,50.47509765625,406.79779052734375,True,38.67640719996416,False,17844
mean_second,warm,23,20,39.03810480001266,4,0.07703971117734909,1.2469743490219116,1.2494220733642578,0.00010886217205552384,-331900.2034913441,-328323.9377137562,1529.0950012207031,2047.1707763671875,-462.1569797343517,-66.69256687164307,-332429.0530379501,331900.21875,0.01525865588337183,50.0966796875,413.6129150390625,True,39.03810480001266,False,17844
mean_second,warm,24,20,38.48609930003295,4,0.07741130888462067,1.247604489326477,1.2499597072601318,8.718529716134071e-05,-331973.9004318923,-328409.9757797927,1533.5929870605469,2030.3316650390625,-462.95814810687455,-66.22714328765869,-332503.08572328684,331973.875,-0.025431892310734838,49.7625732421875,402.33062744140625,True,38.48609930003295,False,17844
mean_second,warm,25,20,38.7234569999564,4,0.07623303681612015,1.249285340309143,1.2516800165176392,0.0001726049231365323,-332174.81603065645,-328685.0356961838,1526.9918212890625,1962.7885131835938,-462.37562920020224,-59.5341682434082,-332696.72582810005,332174.84375,0.027719343546777964,50.197509765625,392.192626953125,True,38.7234569999564,False,17844
mean_second,warm,26,20,37.941455999942264,4,0.07828088849782944,1.246703863143921,1.249161720275879,0.0001647799217607826,-331805.7136693212,-328282.2502293798,1564.5428466796875,1958.9205932617188,-451.54623225434227,-64.9757432937622,-332322.23564486933,331805.71875,0.005080678791273385,49.80303955078125,388.36590576171875,True,37.941455999942264,False,17844
mean_second,warm,27,20,38.70972059995984,4,0.07835628092288971,1.247316598892212,1.2497434616088867,0.00021570564422290772,-331908.93024934316,-328375.3751956322,1539.118408203125,1994.4366455078125,-459.2667918322537,-63.17237186431885,-332431.3694130397,331908.9375,0.0072506568394601345,49.775634765625,370.6383972167969,True,38.70972059995984,False,17844
mean_second,warm,28,20,39.41330790007487,4,0.08743233233690262,1.244907259941101,1.2476859092712402,0.0008650693343952298,-331673.88145939494,-328045.82170597697,1595.7228393554688,2032.3369140625,-606.3162399019067,-65.08314609527588,-332345.28084539215,331673.90625,0.024790605064481497,49.773681640625,431.05938720703125,True,39.41330790007487,False,17844
mean_second,warm,29,20,37.34170539994375,4,0.07763651758432388,1.2483559846878052,1.250717043876648,7.334411202464253e-05,-332025.7401102318,-328531.1096781029,1524.1601867675781,1970.4702453613281,-464.4614231814631,-63.983948707580566,-332554.18548212084,332025.75,0.00988976820372045,49.783447265625,389.1026306152344,True,37.34170539994375,False,17844
mean_second,warm,30,20,33.21571779996157,4,0.07650204747915268,1.2490425109863281,1.2514454126358032,7.1207650762517e-05,-332184.6574387591,-328647.553495888,1522.1332397460938,2014.970703125,-463.18788556741276,-66.05362796783447,-332713.8989522944,332184.65625,-0.0011887591099366546,50.349609375,408.105712890625,True,33.21571779996157,False,17844
